recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,author.deck_playtime_at_review,COMPETENCE SATISFACTION_TF,COMPETENCE SATISFACTION_QUOTE,COMPETENCE FRUSTRATION_TF,COMPETENCE FRUSTRATION_QUOTE,AUTONOMY SATISFACTION_TF,AUTONOMY SATISFACTION_QUOTE,AUTONOMY FRUSTRATION_TF,AUTONOMY FRUSTRATION_QUOTE,RELATEDNESS SATISFACTION_TF,RELATEDNESS SATISFACTION_QUOTE,RELATEDNESS FRUSTRATION_TF,RELATEDNESS FRUSTRATION_QUOTE,raw_llm_output
200464798,english,"Thomas Moore is the biggest cocksucker in this game. Stupid quest with stupid briefcase, thanks I can't go full NCR route now.",1753305309,1753305309,False,2,0,0.5131358504295349,1,True,False,False,False,76561198348454578,592,17,6295,2585,4794,1753649687,,False,,False,,False,,True,thanks I can't go full NCR route now.,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE:

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE:

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE:

AUTONOMY FRUSTRATION: TRUE
AUTONOMY FRUSTRATION QUOTE: ""thanks I can't go full NCR route now.""

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
200399781,english,"Played on Linux (Xubuntu 24.04)

Fallout 2 was quite entertaining. I almost liked it as much as the first game. The story and atmosphere are similar to Fallout 1 but not identical. You get the feeling that things in the world have progressed and in some cases regressed since the end of the Fallout 1 story.

The game in general has a few changes, additions and improvements over the first game. Companions were made a lot more helpful with some extra options to help control how they behave in combat. I liked the number and variety of side quests that were available. There are a couple UI improvements that make trading more convenient.

The combat difficulty has definitely been increased over the first game making character leveling and companions a lot more helpful. Shop items have been made more expensive so exploring and looting are more important.

I'm glad I decided to try the classic Fallout games before moving onto the newer ones.

I did experience some pretty heavy lag when entering some areas. Sometimes it was so bad, I just had to let the game sit idle for a while. It seems like a lot of people have been experiencing this issue.",1753222775,1753222775,True,0,0,0.5,0,True,False,False,False,76561197977211906,95,51,3482,2575,3482,1753216577,,False,,False,,True,You get the feeling that things in the world have progressed and in some cases regressed since the end of the Fallout 1 story.,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE:

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE:

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: ""You get the feeling that things in the world have progressed and in some cases regressed since the end of the Fallout 1 story.""

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE:

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
200274237,english,get the restoration project downloaded and this game is near perfect,1753064285,1753064285,True,0,0,0.5,0,True,False,False,False,76561198864165543,0,13,2641,2446,2525,1753485976,,True,this game is near perfect,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: this game is near perfect

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE:

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE:

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE:

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
200250572,english,"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣀⣀⠔⠒⠲⠄⢀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡞⠠⠐⣁⣀⡀⣀⣀⠀⠀⠀⠑⢄⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⠳⡤⢜⠁⠀⠀⠀⡀⠑⠒⠒⢲⠈⢂⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡏⢀⡀⠀⠀⠀⠀⡉⠀⠀⢐⡪⡀⢸⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⢀⠔⠊⠑⡆⠀⠀⠀⠀⠀⠀⠀⢸⠀⠈⠁⡰⠁⠀⠈⠃⠀⠀⠨⢮⣺⠆⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⢈⠀⠀⢰⠃⠀⠀⠀⠀⠀⠀⠀⢸⠀⡀⠀⠙⠀⠀⣠⡀⠀⠀⠈⠁⢸⠀⠀⠀⠀⠀⠀⠀⠀
⠀⢀⣀⣀⡆⠀⠘⢄⠀⠀⠀⠀⠀⠀⠀⠀⢆⠛⠠⠄⡬⠥⠒⠉⠀⠀⢠⠤⠎⠀⠀⠀⠀⠀⠀⠀⠀
⠰⠁⠀⠀⠈⠉⠲⡄⠑⣄⠀⠀⠀⠀⠀⠈⠈⠢⣀⠈⠁⠀⠀⠀⠠⡴⠥⣀⡀⠀⠀⠀⠀⠀⠀⠀⠀
⢠⠃⠉⠉⠉⠒⢶⠁⢀⠏⣟⠳⠶⠶⠶⣖⠲⣵⡀⠉⠲⢆⣀⠤⠖⠁⢀⡷⣩⠗⡦⣀⠀⠀⠀⠀⠀
⠈⡖⠂⠒⠒⠠⣴⠃⢸⢰⣿⢯⡝⡭⢳⣌⠳⣆⡛⢶⠦⣄⠀⠀⠠⣴⡛⠶⣡⢛⡴⣩⠗⣦⡀⠀⠀
⠀⠳⢄⡒⠤⠤⢜⡤⢃⣾⢯⡿⣽⣳⢧⣮⣵⢪⡙⡎⢧⡙⡆⠀⠀⢣⡝⢎⣱⢎⡴⢣⡝⡴⢛⣆⠀
⠀⠀⠀⠈⠉⠉⠉⠒⠻⠯⠿⠽⠷⠟⠛⢟⡿⢦⡙⡼⣡⢋⢇⠀⠀⠘⣜⢣⠞⡉⠒⣇⢞⡘⢧⡜⣣
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⡿⣧⠹⡔⣣⠝⣺⠀⠀⠀⢏⣎⠳⢇⡞⣍⢮⣹⢶⣾⠇
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⡷⡏⣆⠳⡍⢶⣹⠀⠀⠀⢸⡙⣆⣾⣷⣻⣞⠿⣾⡝⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⠙⠳⠬⣳⣩⣦⣹⠇⠀⠀⠈⠗⠋⠈⡓⠛⠾⣻⠏⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⡇⠀⢀⠇⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⠷⢦⣄⣀⣀⣀⣀⣀⣀⣠⡤⢶⡛⣥⢳⣈⡱⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣘⡹⢲⡜⡼⣩⢏⠽⣩⣖⢥⡛⡴⣙⢤⢻⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣧⡙⠶⣘⠖⣱⢊⡗⣼⣿⢢⢓⡼⢸⡌⣻⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⠴⣉⢳⣉⢞⣡⠳⡜⣿⢾⣡⠳⣌⢳⡘⣽⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣎⢞⣡⠳⣘⠮⡔⣻⠃⣿⡻⠴⣙⢬⠲⣍⢾⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢰⡍⢦⢣⡝⡜⡲⢭⡏⠀⣿⣝⠳⣘⢎⠳⣌⡏⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣯⢜⢣⢣⡜⡼⢡⡿⠁⠀⣿⢾⡱⡩⢎⡳⢼⠃⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⢣⢎⡣⢇⢞⡸⣱⠃⠀⠀⣿⣻⡴⡙⢦⡙⡞⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣷⢮⣵⣎⣮⠕⠁⠀⠀⠀⠹⣿⣿⣿⣯⢟⡷⣦⣄⡀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢿⣞⢯⣳⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠛⠛⠚⠛⠁⠀⠀⠀⠀",1753036505,1753036505,True,2,0,0.5454545617103576,0,True,False,False,False,76561198892756308,33,6,407,0,407,1739032714,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE:

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE:

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE:

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE:

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
200235077,english,"A really good game. Graphics may put you off if you're used to newer 3D games, but  you kinda forget about it after a while and get fully immersed in the world. 

Played this after Fallout 1, and what a game. Pretty cool",1753022047,1753022047,True,0,0,0.5,0,True,False,False,False,76561199783209199,18,2,2355,533,2355,1753021584,,True,A really good game.,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: ""A really good game.""

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
200224948,english,more of this please.....also download ressurection..unofficial dlc to make your experience whole as it was never readded to the game,1753011783,1753011783,True,0,0,0.5,0,True,False,False,False,76561198029555390,301,11,3699,0,3699,1716750943,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE: </end_of_turn>"
200217311,russian,"Распробовал только с 4 раза уже после пройденной первой части, 3, Нью Вегаса и 4 части. На голову ниже чем первая часть, хоть и дается больше возможностей. Взлом и кражу очень сильно понерфили, усилив тем самым F5-F9, и фрустрацию от этой механики. При этом сейвскамминг почти не увеличивает шансы на удачное действие. При этом в игре более сильный упор на прохождение ее сейвскаммингом. Есть машина, но дается слишком поздно, на уровне бонуса где можно выиграть жизнь после последнего босса в Chip & Dale. Чувствуется что игра очень сырая и делалась в попыхах. Храм испытаний - яркий пример плохого геймдизайна, возможно решение или подсказка были в гайде к игре или в мануале. Встречаются нелогичные решения ребусов. В этой части юмор смешнее чем в первой части. Багается квест с браминами: если убить всех скорпионов и двух чуваков - квест не сдается. Квест с псом, которого нужно спасти не сдался. Поменяли местами патроны для плазменного и ядерного оружия, я так понял в первой части допустили ошибку и плазменное оружие стреляло патронами для лазерного а лазерное от плазменного. Об этом надо было сказать во 2 части чтобы я не копил пол игры лазерные патроны к плазменному оружию. Очень много рандом энкаунтеров, по ощущениям, раза в 4 больше чем в первой части. Не нашел как лечить зависимость от наркотиков. Начал гуглить - нашел гайд и плюнул, решил играть с зависимостью. Зачем такие сложности. В 4 части зависимость лечится таблетками самостоятельно и для этого не надо читать гайды или заниматься пиксельхантингом. Вторичные навыки без первичных, прокачанных на 10 почти бесполезны, идея интересная, но мне больше понравилась прокачка в первой части. Игра хорошая, но перепроходить буду вряд ли.",1753002453,1753002453,True,0,0,0.5,0,True,False,False,False,76561198085640332,493,48,2939,0,2939,1719132138,,False,,True,Чувствуется что игра очень сырая и делалась в попыхах.,False,,True,В этой части юмор смешнее чем в первой части.,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE:

COMPETENCE FRUSTRATION: TRUE
COMPETENCE FRUSTRATION QUOTE: ""Чувствуется что игра очень сырая и делалась в попыхах.""

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE:

AUTONOMY FRUSTRATION: TRUE
AUTONOMY FRUSTRATION QUOTE: ""В этой части юмор смешнее чем в первой части.""

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
200179289,english,Fallout® 2 is THE best fallout i don't care what anyone says's.,1752952898,1752952898,True,0,0,0.5,0,True,False,False,False,76561199122427748,0,55,440,82,380,1752956524,11.0,True,THE best fallout,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: THE best fallout

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE:

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE:

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE:

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199986823,english,"8/10
So a lot the issues I had with the first game is improved upon but overall the game feels very much the same to me as the first game but not in a bad way, Fallout 2 feels as if it should've been the first entry of the franchise and as you can see a lot of the assets from the first game are reused which makes sense considering Fallout 2 only came out a year later. The intro for this game hits harder for me considering ending of it sets the tone for the game pretty well and the pay off by the end of the game itself is very pleasing in my opinion.

Thoroughly enjoyed this game as much as Fallout 1, only real complaint is the movement on the grid this game seems to be restrained whereas in Fallout 1 you could be on one end of the map and point then click the other end to send MC that way, long as there isn't anything in their path that is, but in Fallout 2 it seems you're only allowed a specific number of tiles you can travel on the grid at a time which becomes annoying in bigger settlements/cities.

~ THE SCALE ~
0 - The devs belong on a watchlist.
1 - Pay me for playing this ♥♥♥♥!
2 - Uninstall immediately
3 - Is this even worth playing?
4 - Not memorable at all.
5 - Not good, not bad, it just exists.
6 - Some interesting elements.
7 - Pretty solid bones, could be better.
8 - Pretty fun game, might replay in the future.
9 - Worth several replays, it's that damn good.
10 - Endless replay value, it's one of a kind.",1752727000,1752731865,True,0,0,0.5,0,True,False,False,False,76561198233399644,161,22,3840,1333,3840,1752725955,,False,,False,,False,,True,but in Fallout 2 it seems you're only allowed a specific number of tiles you can travel on the grid at a time which becomes annoying in bigger settlements/cities.,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: TRUE
AUTONOMY FRUSTRATION QUOTE: ""but in Fallout 2 it seems you're only allowed a specific number of tiles you can travel on the grid at a time which becomes annoying in bigger settlements/cities.""

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199977594,english,Been stuck in the damn camp for the past 2 hours. Fun game though,1752714329,1752714329,True,0,0,0.5,0,True,False,False,False,76561199633498134,0,3,386,386,161,1753058383,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE: </end_of_turn>"
199966005,spanish,"lo odio juego de mierda me hizo sufrir, pero jugaria otras 100hs
",1752700111,1752700111,True,0,0,0.5,0,True,False,False,False,76561199485170819,69,1,2946,12,2937,1752700689,,False,,True,juego de mierda,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: TRUE
COMPETENCE FRUSTRATION QUOTE: juego de mierda

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199965265,english,fallout 2 is great because it gives new players plenty of time to learn.,1752699353,1752699353,True,0,0,0.5,0,True,False,False,False,76561198840164865,0,1,97889,4392,96409,1753478374,,False,,False,,True,it gives new players plenty of time to learn.,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: it gives new players plenty of time to learn.

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199871522,english,A classic RPG experience that you are sure to enjoy. I like the combat and leveling system. The game also has a dark sense of humor. Raise your charisma to have a large party of characters with you.,1752598333,1752598333,True,0,0,0.5,0,True,False,False,False,76561197992040906,0,10,12920,971,11948,1753310367,,True,I like the combat and leveling system.,False,,True,Raise your charisma to have a large party of characters with you.,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: I like the combat and leveling system.

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE:

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: Raise your charisma to have a large party of characters with you.

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE:

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE:

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199829146,english,"Easily one of the best fallout games. If you can get past the game play you will be able to enjoy one of the most compelling games of its time.

",1752549397,1752549397,True,0,0,0.5,0,True,False,False,False,76561199100408344,0,3,1709,9,1700,1752809680,,True,If you can get past the game play you will be able to enjoy one of the most compelling games of its time.,True,If you can get past the game play,False,,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: If you can get past the game play you will be able to enjoy one of the most compelling games of its time.

COMPETENCE FRUSTRATION: TRUE
COMPETENCE FRUSTRATION QUOTE: If you can get past the game play

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199797645,english,"fallout 2 is so fucking fun and its very intresting how it has 10x better writing then fucking f3 or f4, i really like the fact how well f1 f2 and fnv are connected and killing enemies with minigun is so fun in f2. I also really like NCR and i like quest designs and how im forced to use my own brain and spend time exploring and figuring it out on my own. i love the sense of control f2 gives me and its also fun to think about that the game that is way older then me is so well made, i really think company that made this loved making a game and it shows. Such a good game if you give it 2-3 hours to learn combat system.",1752513765,1752513765,True,0,0,0.5,0,True,False,False,False,76561198251921926,0,15,2356,58,2356,1752502278,,True,fallout 2 is so fucking fun,False,,True,i really like the fact how well f1 f2 and fnv are connected and killing enemies with minigun is so fun in f2. I also really like NCR and i like quest designs and how im forced to use my own brain and spend time exploring and figuring it out on my own. i love the sense of control f2 gives me,False,,False,,False,,"COMPETENCE SATISFACTION: TRUE
COMPETENCE SATISFACTION QUOTE: ""fallout 2 is so fucking fun""

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: TRUE
AUTONOMY SATISFACTION QUOTE: ""i really like the fact how well f1 f2 and fnv are connected and killing enemies with minigun is so fun in f2. I also really like NCR and i like quest designs and how im forced to use my own brain and spend time exploring and figuring it out on my own. i love the sense of control f2 gives me""

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199729358,english,"There's some sort of issue with the World Map.  Everything runs correctly in the first town Arroyo, but as soon as you leave, the World Map freezes completely.  

I've done research on this - turns out it is a fairly common problem - something to do with the port to modern Windows.  No specific solution was found, other than recommendations to change some values in certain *.ini files -  none of those worked.

I've requested a refund.  What a bummer - it started off well, but now it's broken.",1752431984,1752431984,False,0,0,0.5,0,True,False,False,False,76561198096863265,0,8,201,0,201,1752431421,,False,,True,the World Map freezes completely,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: TRUE
COMPETENCE FRUSTRATION QUOTE: ""the World Map freezes completely""

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE: </end_of_turn>"
199691007,russian,"Взяли первый фолыч, допилили за полгода и выпустили как полноценную игру. Двушка безусловно хороша, но некоторые решения для меня спорные.",1752395209,1752395209,True,0,0,0.5,0,True,False,False,False,76561199046883013,258,42,196,0,196,1688906632,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
199667874,english,I guess you could say the main character fell out into the wasteland. 2.,1752374338,1752374338,True,0,0,0.5,0,True,False,False,False,76561198012573710,84,12,1874,0,1268,1752465579,,False,,False,,False,,False,,False,,False,,"COMPETENCE SATISFACTION: FALSE
COMPETENCE SATISFACTION QUOTE: 

COMPETENCE FRUSTRATION: FALSE
COMPETENCE FRUSTRATION QUOTE: 

AUTONOMY SATISFACTION: FALSE
AUTONOMY SATISFACTION QUOTE: 

AUTONOMY FRUSTRATION: FALSE
AUTONOMY FRUSTRATION QUOTE: 

RELATEDNESS SATISFACTION: FALSE
RELATEDNESS SATISFACTION QUOTE: 

RELATEDNESS FRUSTRATION: FALSE
RELATEDNESS FRUSTRATION QUOTE:"
