recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,author.deck_playtime_at_review
200840259,russian,"это не игра, а донатная залупа",1753625103,1753625103,False,0,0,0.5,0,True,False,False,False,76561199215754616,232,8,2822,3,2822,1753624968,
200812870,english,"there really isnt much of a story other than the story of the quests you do but getting the achievements in this game is pretty fun however i cant even get them all 3 of my achievements wont redeem or wtv after ive completed them so i cant finish this game which i hate
",1753596439,1753596439,True,0,0,0.5,0,True,False,False,False,76561199055946581,0,5,11927,2353,11927,1753595968,
200807218,spanish,El juego es monótono y corto a comparación de fallout 4 a mi punto de vista no lo recomiendo,1753589337,1753589337,False,0,0,0.5,0,True,False,False,False,76561198088929086,0,1,9557,0,9557,1714445250,
200807188,english,"You can play the game Solo with no major issues, ...But it's a multiplayer game.
You can make parties with others, ...But the quests (which you are given) aren't ""shared"" with them.

Seriously, did anyone at Bethesda play this game??",1753589304,1753589304,False,1,0,0.506013751029968262,0,True,False,False,False,76561197984113738,462,122,3371,106,3371,1753522949,
200794199,english,Great game with positive community. End game is pretty good as well.,1753572650,1753572650,True,0,0,0.5,0,True,False,False,False,76561199196616450,0,2,191481,4350,190803,1753704457,
200793827,russian,"Игра должна понравится тем, кто любит Fallout 4, здесь почти тоже самое, только нет такого сильного центрального сюжета.  Квесты было интересно делать, хотя и не все из них хорошие. Первые 60 часов я играл будто в одиночную игру, проходил задания, фармил ресурсы, крафтил оружие. Другие игроки никак не мешали и видел их я редко. Это уже не тот мрачный Фоллаут который был раньше, здесь красивые яркие локации, игроки в розовых костюмах, прикольные смайлики - эмоции над головами. Очень забавные совместные события, например в одном из них, нужно приманить громкой музыкой монстра, и все игроки начинают играть на музыкальных инструментах, включать музыкальные автоматы и тогда монстр появляется. Что касается доната, то такое чувство, что он вообще не на что не влияет. Большинство донатных вещей можно купить за местное золото или выиграть в сезонных боевых пропусках, исключением являются только очень декоративные штуки типо обоев на стену в своем доме или  паркет, ну и прочее такое несущественное. Лута выдают всегда так много, что его уже некуда складывать, всякие супер пупер пушки, легендарные оружия и броня, миллион боеприпасов, стимуляторы и химия, этого всего так много, что главной проблемой является нехватка свободного места в хранилище. Многие игроки просто вываливают на дороге мешки со своими вещами ибо уже не могут его нести. От этого наверное и доброжелательность игроков, так как все с жиру бесятся , а пвп нет толком. Конечно много багов, начиная от простых, где мобы застревают и заканчивая такими багами, где невозможно пройти квест. У меня такое чувство что это такой плохо сделанный мод на fallout 4, где всё сломано, но к этому привыкаешь, это будто изюминка горькая игры. В общем мне игра понравилась иначе я не наиграл бы 147 часов.",1753572170,1753572170,True,0,0,0.5,0,True,False,False,False,76561198026204701,3,1,9097,6152,8845,1753704422,
200784897,english,"I really like this game. I am more of a casual fallout player, and have played 3 and 4. I think the quests are engaging and not too difficult. Graphics are very ""Fallout"" but what are ya gonna do. Wish they had more character customization options.",1753562152,1753562152,True,0,0,0.5,0,True,False,False,False,76561199168098163,71,9,7102,759,6672,1753666792,
200782252,english,.,1753559541,1753559541,True,0,0,0.5,0,True,False,False,False,76561198043039713,0,1,2240,2250,1902,1753674987,
200777302,english,"IT'S FUN NOW!!!  They did work to the game, Big updates.  And now i'm happy to tell you that 76 is fun to play!",1753554664,1753554664,True,0,0,0.5,0,True,False,False,False,76561198014026997,0,11,4846,3693,4261,1753665870,
200762099,english,"Normally I would recommend this game, but for one bug that has existed for years that Bethesda refuses to fix.

This is the bug: The SOCIAL menu doesn't work properly.  This is the one and only method for other players to join your Private or Custom worlds, and it doesn't reliably display your current status.
Often, many times a day, while playing on my Private or Custom worlds so my friends can join, the SOCIAL menu displays me as Offline or at the Main Menu, neither of which are true.
Consequently, there are a variety of workarounds, some of which sometimes work, but generally speaking don't work, to have my status updated in the SOCIAL menu to ONLINE, to reflect the fact that I am actively playing.

Some of these workarounds include going into the Atomic Shop and changing the icon displayed.  Sometimes, but not always, this will update the status from OFFLINE to ONLINE.  About half the time, this merely updates the status (wrongly) to me being at the Main Menu, which I am not; I am actively playing in the world, participating in events, travelling, buy, selling, building, doing daily missions, etc.

Of course, the only reliable solution to this buggy/broken behavior is to exit the game and rejoin the Private/Custom world.  This causes all buffs that had an original duration of 29 minutes or less to be instantly lost, including many short term powerful buffs that are expensive or not easy to get/make.  
So many times per day, I get the privilege of losing all those buffs and exiting the game, just so my friends see me online so they can join the world I am paying to have active, with no other options.

I have had a ticket open with Bethesda Technical Support for over a month, and they have no solution.
I am [b]paying[/b] for Fallout 1st, specifically so I can utilize the feature of Private/Custom worlds for my friends to play on.  It does not work reliably, and never has.  For [u]years[/u].  It is the single most frustrating thing about this game that this simple feature is broken.

I have tested this on both Linux and Windows, with three different ISPs, 4+ different rigs, and mutliple re-installs over many years.  It's not my hardware, software, or network.  It's Bethesda's poorly written SOCIAL server that can't even track player ONLINE or OFFLINE state properly, after years of being in production.

On the off chance someone from Bethesda reads this and thinks ""Hey, that's not right,, maybe we should [i]FIX[/i] the SOCIAL server after 5+ years"", it's under Bethesda reference #: 250624-003652.  Incident ID#: 28341060 .",1753542292,1753542292,False,1,0,0.506013751029968262,0,True,False,False,False,76561197998880294,0,1,81618,19841,78885,1753705057,
200754278,german,Top Spiel mit geiler Story,1753536534,1753536534,True,0,0,0.5,0,True,False,False,False,76561198361041516,37,1,17566,1459,17566,1753131972,
200751869,hungarian,Csak ajánlani tudom az elmúlt években nagy fejlödesen ment keresztül pozitiv irányba.,1753534727,1753534727,True,0,0,0.5,0,True,False,False,False,76561198168154780,0,1,11408,0,11408,1744442133,
200732053,english,Home,1753512938,1753512938,True,0,0,0.475125789642333984,0,True,False,False,False,76561199867802617,0,1,1139,1139,408,1753668792,
200729596,english,Its not bad but its not optimised at all and all of the extras that make it p2w really arent that bad but it does get anoying after a bit,1753509880,1753509880,True,0,0,0.498826295137405396,0,True,False,False,False,76561198840845950,0,17,263,60,206,1753671450,
200728408,english,YES,1753508385,1753508385,True,0,0,0.498826295137405396,0,True,False,False,False,76561199102313042,0,1,5043,11,5032,1753508941,
200724353,english,Best Game Ever!!! It is Fallout through and through.,1753503235,1753503235,True,0,0,0.498826295137405396,0,True,False,False,False,76561199443497880,0,3,1982,346,1859,1753547384,
200713751,english,game,1753491149,1753491149,True,0,0,0.498826295137405396,0,True,False,False,False,76561198387650205,0,30,9275,847,8428,1753673045,
200713015,english,THEY LIVE IN THE HILLS .,1753490170,1753490170,True,0,0,0.498826295137405396,0,True,False,False,False,76561198811170884,0,34,4520,1708,3997,1753661566,
200708758,russian,Для фанатов серии будет самое то!!!,1753484740,1753484740,True,0,0,0.5,0,True,False,False,False,76561199507586243,0,2,4478,568,4377,1753657734,
200707614,english,online fallout ig,1753483445,1753483445,True,0,0,0.498826295137405396,0,True,False,False,False,76561199520926753,39,46,2286,0,2286,1749438831,235.0
200704212,polish,"Po dłuższym czasie postanowiłem sprawdzić co się dzieje w Falloucie i się okazało że nie da się uruchomić gry ponieważ pojawia się regulamin, którego nie sposób zaakceptować i przejść dalej Xd.",1753479481,1753479481,False,0,0,0.5,0,True,False,False,False,76561198066403592,68,5,2093,11,2092,1753479867,
200699831,russian,"Купил и скачал игру, все честно. Сначала была бесконечная загрузка, игра не хотела пускать меня ибо я, видите ли, не создал беседковский акк. Хорошо, я создал и привязал беседковский акк к стиму. Дальше игра все равно не пускала меня, выдавая ошибку, которая даже не гуглилась и в беседковском акке в списке ошибок ее не было. Дальше начались танцы с бубном. Вместо того чтоб просто играть в  КУПЛЕННУЮ мной игру я полдня мудохался с входом в игру. Код и юзернейм писал по 100 раз, ничего не помогало. Полазил по стимовским обсуждениям и реддиту и нашел странноватые и сомнительные костыли в виде лазания по системным файлам и удалению оных либо скачиванию и установке неизвестной байды.                                                                   

Итого: я купил игру, не прошел дальше окна авторизации (хоть и выполнилвсе требования), и я должен сам искать непонятные костыли чтобы поиграть в игру, за которую отдал деньги. Впервые за 4 года в стим и спустя пару купленных игр я впервые пишу отзыв, да еще и негативный ибо жопа моя порвалась на британский флаг от таких приколов. Даже с игрой и лаунчером от юбиков все с 1 раза получилось, но это полный аут. 

Подытожить сей недообзор можно очень просто: отличный симулятор нерешаемой ошибки и непревзойденный симулятор окна авторизации. Больше в этой игре я, увы, ничего не увидел. Лучи поноса беседке и больше я этой конторе ни копейки не занесу.
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠻⠛⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⠁⠄⠄⠄⠄⠄⠄⠘⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣏⢻⣿⣿⣿⣿⡀⢠⣶⡆⢠⣶⡄⢀⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣦⠻⣿⣿⣿⣋⡈⠉⠡⠎⠉⠁⣈⣿⣿⣿⣿⠋⣼⣿⣿
⣿⣿⣿⣿⣦⠙⢿⣿⣿⡏⢦⣀⣀⣠⢪⣿⣿⣿⠟⢡⣾⣿⣿⣿
⣿⣿⣿⣿⣿⣷⣄⠙⠿⣷⣌⠉⠉⢁⣾⡿⠟⢁⣴⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡟⢛⣷⣄⡈⢙⡻⠿⡟⠉⣂⣴⡛⢿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡔⡿⢟⣛⡫⠥⢈⣑⡠⠭⣛⡻⢿⢸⣿⣿⣿⣿⣿
⣿⣄⣠⣄⣠⣆⠩⣽⣶⣶⣿⣿⣿⣿⣷⣶⡮⢁⣤⣀⣄⣄⣄⣿
⣿⣿⣿⣿⣿⣿⣀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣅⣸⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿",1753474828,1753476478,False,1,1,0.5,0,True,False,False,False,76561199077314031,0,1,539,539,24,1753703085,
200699278,english,Good soup.,1753474276,1753474276,True,0,0,0.498826295137405396,0,True,False,False,False,76561198289468963,0,7,2020,405,1823,1753580383,
200689448,english,"I love that you can cooperate to the extent that you can during this game. Other, veteran maybe ;), players can even help build your base! Excellent open world and wonderfully fun and intriguing quests. Thankful for all the hard work by the artistic and dev teams!",1753465125,1753465125,True,0,0,0.5,0,True,False,False,False,76561198373906423,0,1,1662,0,1662,1734566384,
200688185,german,Macht sehr viel Spaß. Ja es gibt Bugs hin und wieder aber das sind wir ja von Bethesda Gewohnt.,1753463966,1753463966,True,0,0,0.5,0,True,False,False,False,76561198359110037,109,21,2344,2343,1461,1753646761,
200678199,english,I want a nuke,1753455855,1753455855,True,0,0,0.5,0,True,False,False,False,76561199456288264,0,1,7382,399,7317,1753459917,
200671643,russian,"я этих ебаных гончих в жопу имел, а игра прикольная",1753450584,1753450584,True,0,0,0.5,0,True,False,False,False,76561199820676220,0,2,2779,2528,1376,1753704137,
200669315,english,god tier fishing minigame,1753448617,1753448617,True,0,0,0.5,0,True,False,False,False,76561199216944407,97,1,24950,1315,24623,1753552543,
200669023,english,"I tried to like 76, i really did. It has a very cool setting and the artists did a great job with it, but the gameplay feels like an even more dumbed down fallout 4. The camera jerks around even just trying to normally move, switching guns while running jerks the camera like its yanking you back.

When i first saw 76 i liked the idea of no npcs and the story being told through terminals, and if it was just that it would be fine, but with NPCs added to what are meant to be abandoned towns, or deadly battle sites I feel a bit weird looting the dead bodies of the predecessors as they watch. The NPCS added to these areas also have very little to add other then being tossed in as lore dumps.

I like the idea of the random mutations, the perks are actually quite good, the map has fantastic variety early on and some fun quests. 
Theres lots of little things i like about the game but theres also nothing that grips me to continue playing, and theres a lot of annoying things that just add up to make the experience less fun. 
The controls feel poorly thought out for PC, menus are a pain to navigate constantly, servers are too small to do classic MMO things while also being too big to just play with friends. 

Camps are a cool idea, but with all the crafting stations scattered around, the NPCs to buy and sell to they feel more like teleporting suitcases that you can decorate,

I wish steam had a meh option because i don't think 76 is a bad game, just a very undercooked one",1753448384,1753448384,False,3,0,0.530307769775390625,0,True,False,False,False,76561198019538179,0,10,271,271,271,1753407421,
200651332,english,"[h1] Npc ai so bad it makes the borderlands enemies look like fkng Ultron [/h1]

true slop
the absolute worst of live service,
over monetized un-optimized buggy and TEDIOUS with lore that makes no sence at all for the universe and survival mechanics that make rust look good

pay-walling many necessary quality of life features like storage, free fast travel and load out swaping. under a subscription service?!?!?! WHAT?? 
With worthless battle passes demanding even more money and un-engaging spongy enemies horrible cosmetics and non existent balance since it never recovered from the launch days and NO VEHICLE/MOUNT MECHANICS IN THE BIG 2025 this game is a insult to alot more than the survival genre

i genuinly feel bad for all the kind hearted dad gamers i have met and people that came from the show that dont know any better

it can be fun to turn you brain of and shot stuff but this game is an absolute waste of time. expect nothing and it can be ok to decent. just know there are many many other better games

i say this in the best way but
if you want multiplayer survival nonsense go play rust
if you wanna turn your brain of and shoot things go play doom
if you wanna go base building play no mans sky 
if you want the combat promised go play Helldivers 2",1753429363,1753429363,False,2,0,0.507159411907196045,0,True,False,False,False,76561198906322044,111,8,20878,0,20878,1740324984,
200638463,english,Teehee,1753414271,1753414271,True,0,0,0.5,0,True,False,False,False,76561198287931811,0,6,3895,2522,2366,1753677532,
200637981,russian,"Честно, я не понимаю какого xyя тут положительные отзывы, игра как и была забаговaним каллом в 2018, абсолютно таким же и осталось, коротко свою историю) наиграл 150 часов, тупо бегал на ивенты и качал Лвл, в итоге зaeбaлcя на 210 лвл получать один мусор, подумал ну пора уже хоть оcновную сюжетку пройти, чтоб хоть золото мог тратить, в итоге пpoeбaл 2 дня)) cyкa из-за eбaнoгo 5ты летнего бага.. ладно баги, миссии cyкa принeси/подай, абсолютно все одинаковые, ты тупо бегаешь из точки А на точку Б, bлять как же у меня горело при прохождении, как же я душился, но в место исправления всего этого дepьмa, мы будем eбaшить сезоны чтоб игроки покупали Подписку на месяц в cyкa 13$..",1753413725,1753413725,False,0,0,0.476190477609634399,0,True,False,False,False,76561198223941844,64,15,11603,7241,9563,1753689821,
200620917,english,bad game that nobody wanted in the first place rip bethesda,1753394964,1753394964,False,2,0,0.507159411907196045,0,True,False,False,False,76561198288559635,0,9,783,0,783,1623889673,
200614447,english,This game is actually good now,1753391202,1753391202,True,0,0,0.5,0,True,False,False,False,76561198855425195,0,7,45947,1221,45616,1753588907,
200612346,english,"While the game can have its moments of satisfaction and fun, I cant get over the fact that in 2025 an 8 year old live service game is still regularly bugging out making quests unplayable without a reload, making items vanish, locking the player in place just for having a high frame-rate in power armor, and most importantly IT CRASHES CONSTANTLY, in the last 10 hours of game-play i have had 12 crashes, verified my game files 5 times, and re-downloaded once. its ridiculous and it needs to be addressed. some bugs are to be expected with a Bethesda game and that's usually part of their charm, but this is on another level.",1753390166,1753390166,False,2,0,0.483338534832000732,1,True,False,False,False,76561198346158863,0,4,4728,2561,3119,1753652357,
200607252,norwegian,just good,1753387744,1753387744,True,0,0,0.5,0,True,False,False,False,76561199256395793,0,6,4040,806,3309,1753646259,
200601108,english,Lost progress from quests several times because I constantly get disconnected from the servers. Not worth investing time in this.,1753384875,1753384875,False,2,0,0.507159411907196045,0,True,False,False,False,76561198009751192,299,25,3746,1268,3746,1753384780,
200590060,russian,1,1753380036,1753380036,True,0,0,0.5,0,True,False,False,False,76561198275628704,30,1,486,124,486,1753039932,
200577533,latam,una garcha los dialogos se buguean,1753374899,1753374899,True,0,0,0.5,0,True,False,False,False,76561198972387093,0,7,3785,3071,3167,1753582738,
200575683,spanish,"Es un excelente titulo, ha mejorado bastante, a pesar de que avanzar con amigos es divertido tambien puedes ir solo y avanzar solo tranquilamente, ademas que la personalizacion de los camps y del personaje es buenisima teniendo muchas construcciones, que puedes adaptar a tus gustos",1753374180,1753374180,True,0,0,0.5,0,True,False,False,False,76561198220248028,0,6,30684,11,30684,1753228992,
200573507,english,"I've had to go mess with my ini files to get this to work on my monitor, I can't rebind certain keys, when I CAN rebind a key it will inexplicably turn into another key somehow. Scroll wheel controls weapon wheel instead of the camera. Great job, ""Mostly Positive."" Bethesda you had so much potential here, you still do. Fix it.",1753373346,1753373346,False,1,0,0.479454517364501953,0,True,False,False,False,76561198001075619,0,11,1662,41,1627,1753375209,
200562960,russian,"Кто бы что не говорил, а игра неплохая. Да, не хватает звёзд с неба, но как минимум даёт доп контент если вы уже прошли основные части франшизы.

Хотя при всём уважении, в игре довольно таки обсосная оптимизация и сетевой код. В остальном же, всё та же песочница в которой просто приятно можно провести время.",1753369438,1753369438,True,0,0,0.5,0,True,False,False,False,76561198124889837,407,193,4452,0,4452,1725798213,
200506006,english,"played it on release and it sucked, now it feels like an actual fallout game",1753346416,1753346416,True,0,0,0.5,0,True,False,False,False,76561198192290134,0,7,12584,2838,12193,1753518049,
200498804,english,During the whole time playing i did not experice any bugs i didnt play from the launch but from the 1 year of game play it is a great game expect for some atomic shop exulises that shoud be unlock not to buy,1753342009,1753342009,True,0,0,0.5,0,True,False,False,False,76561199510081436,31,15,8115,739,8093,1753689693,
200496866,english,This game gets a lot of hate but I love it. The MTX is way over priced that's the only thing I don't like,1753340424,1753340424,True,0,0,0.5,0,True,False,False,False,76561198814869748,0,9,5963,5963,3594,1753701368,
200494057,english,obghvc,1753338117,1753338117,False,1,0,0.479454517364501953,0,True,False,False,False,76561198054988299,0,1,80933,1248,80510,1753688770,
200492631,english,"They fixed it and now it's a great game, lots of fun, comfort game, very relaxing, addictive, you will love it",1753336899,1753336899,True,0,0,0.5,0,True,False,False,False,76561198348445676,0,7,11238,9895,8204,1753682252,
200491585,schinese,垃圾游戏bug一堆,1753336022,1753336022,False,1,0,0.519230782985687256,0,True,False,False,False,76561199233111077,56,9,500,500,494,1753337085,
200482723,english,played for 9 hrs and now it wont let me progress still way too many bugs!!! DO NOT BUY!!!,1753328865,1753328865,False,1,0,0.479454517364501953,0,True,False,False,False,76561198814921347,0,6,543,0,543,1750625150,
200481353,english,A lot better in current year,1753327622,1753327622,True,0,0,0.5,0,True,False,False,False,76561199029081612,0,25,246,210,210,1753467543,
200472961,english,"345 Hours in, yeah. I believe it's a great game. Fallout with friends, is how I explain it to others who haven't seen it yet. It's pretty great!",1753316177,1753316177,True,0,0,0.5,0,True,False,False,False,76561198025294261,0,5,20843,132,20710,1753324019,
