recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,author.deck_playtime_at_review
200780171,latam,"No se guien por las horas que muestra al lado de la reseña, eso es porque ejecuta el launcher y al jugar se cierra y no reconoce las horas. Ahora bien. Fallout 3... o Guía de Supervivencia Nuclear para Mañana. No busca ser igual que los Fallout originales, Bethesda no tuvo miedo en experimentar y eso está bien, pero definitivamente se siente que cambian cosas de manera arbitraria, como nerfear la armadura de poder o los Deathclaw. Por otro lado el juego es muy inmersivo, didáctico y espectacularmente diseñado (menos las paredes invisibles en el mapa), pero faltan más opciones ambiguas de diálogo, la  historia no dice mucho pero acción no falta, y debemos rescatar a Liam Neeson. Tiene un factor de terror y suspenso que lo diferencia del resto. Especialmente al comienzo cuando todavía se está en un nivel bajo y hasta las radroachs puede matarte. Es recomendado, pero no significa que es perfecto, tiene crasheos constantes, así que guardar constantemente es imperativo.
En cuanto a los DLC,
Operation Anchorage: muy bueno, aunque se sienta medio fuera de estilo una simulación de realidad virtual en el mundo de Fallout, pero es corta y divertida, bastante fácil.

The Pitt: Un poco más desafiante que Anchorage, nos transporta a Pittsburgh para ayudar a los esclavos metaleros y tiene un mayor dilema moral.

Broken Steel: Necesario para seguir jugando después de terminar la Main Quest, es mucho más largo y hasta se vuelve tedioso y los enemigos muy esponja, pero si te gusta la Hermandad de Acero vale la pena.",1753557458,1753557500,True,2,0,0.532584309577941895,0,True,False,False,False,76561198445053729,235,48,261,5,261,1753484636,
200778321,english,"Fallout 3 gets hate from people who have not truly invested the time to appreciate the game. Granted, the main quest is largely linear and doesn't possess the nuance of choice that later Fallout titles provide. However, taking the time to explore the world reveals a really well-built environment that, at least in my opinion, is truer to the original Fallout titles than Fallout 4, 76, and even to some extent New Vegas. Fallout 3 requires patience and a desire to fully appreciate the worldbuilding, and in a modern era of FPS Battle Royales and competitive shooters, it just does not get the investment of time it deserves. The more I play Fallout 3, the more it becomes my favorite Fallout game, which is ironic considering I started with New Vegas and swore off 3 because of its more antiquated mechanics",1753555671,1753555671,True,0,0,0.5,0,True,False,False,False,76561199214828891,0,5,2934,1096,2934,1753384661,
200755720,english,This game makes doing slave labour fun,1753537794,1753537794,True,0,0,0.5,0,True,False,False,False,76561199200673157,0,12,3943,49,3943,1753639186,
200751203,french,The base game is good. I bought the GOTY edition just because it was cheaper than buying the DLCs on their own so the playtime is just the DLCs.,1753534063,1753534063,True,0,0,0.5,0,True,False,False,False,76561198846196893,0,1,2328,1088,2328,1753391155,
200749892,english,...,1753532772,1753532772,True,0,0,0.5,0,True,False,False,False,76561198058226508,0,50,10,1,10,1753556920,
200727347,english,"If you'd like the best experience of Fallout 3, I'd suggest the ""Tale of Two Wastelands"" mod for Fallout New Vegas

It just works",1753507027,1753507027,True,0,0,0.5,0,True,False,False,False,76561199487414019,82,18,345,0,345,1741806838,
200724074,english,"The future sure looks bleak.
Yum, radiated water!
Is Liam Neeson my dad?

I have to admit this, I am not a patient RPG player, although I really enjoy playing the games, I cannot get past the whole leveling up process (which is basically the whole point to an RPG), the time it takes, slowly getting stronger by one small XP inch at a time. That being said, maxing a character out in Fallout 3 does not take all that long to accomplish, which for me was a relief. That being said... I probably added three quarters+ of my XP through the XP console cheat, then I set the game at the hardest setting, which, for all insects and purchases, let me play the game mostly as a shooter... and I enjoyed every moment of it, but in all fairness Fallout 3 actually does do a great job of doling out XP, Perks and other upgrades for further character development.

I explored everywhere and everything. I took my time and soaked everything in. One can play this game following through the main story quests arc, (although I would highly advise against it for the sake of fun), or get busy checking stuff out in the Capitol Wasteland and getting side-quests accidentally, then, when you feel like it, move the main story along. That later process was a cool way of letting the game unfold organically. The characters, and dialogue in this effort are far more developed, flushed out, and natural sounding than in Oblivion, which had this incredibly annoying glitch by where a character's initial contact voice was different than it's dialogue tree voice... weird.

This game is thoughtful and emotional. After my initial sadness after it ended, as I had spent hours and many late nights returning to the world, I started the whole process again, this time with different goals, tactics and character development. There is supposed to be some downloadable content coming for this game in January, February and March of 09, (as of this writing there is a bunch of DLC available) I can't wait. That being said...

Graphics: A+ | Sound: A+ | Playability: A+",1753502878,1753502878,True,0,0,0.5,0,True,False,False,False,76561197984612982,0,45,1217,0,1217,1704905792,
200717151,english,"If I could only play one game until the end of time, this would be it.",1753495313,1753495313,True,0,0,0.5,0,True,False,False,False,76561199787341324,0,1,2169,1924,1561,1753697733,
200698991,ukrainian,"Fallout - це улюблена гра для багатьох людей, любого віку і статі, достатку і світогляду. Це цікава і чудова гра про паралельний апокаліптичний світ. Світ, де країни вирішили, що ядерна війна - це прям неймовірно чудова ідея і масово пожмякали червоні кнопочки. Світ, де вижило зовсім маленька кількість людей (більша частина яких жила у спец.сховищах). Зате, розмножилась і мутувала велика кількість самих різних тваринок. До них доєднались мутовані люди, що стали гулями (живі зомбі) і супер-мутанти (воєнна розробка, що вийшла з під контролю).
https://steamcommunity.com/sharedfiles/filedetails/?id=3530830564
Веселе, повне хаосу і кримінальних одиниць, місце. Частинка світу, де життя коштує менше спаленого паперу. Де постійно йдуть бої за ресурси, чисту воду і їжу. Де процвітає рабство, а роботи і андроїди додають свою струю багряної і гарячої крові. Місце, де ти можеш покластися тільки на себе і на того, хто прикриє твою спину. І тільки від тебе залежить чи прикриють тобі спину, чи вирішать прирізати за кошель кришечок. Місце, де найвірнішим другом і соратником часто може стати лише собака.
https://steamcommunity.com/sharedfiles/filedetails/?id=3529955668
А щодо історії гри, то тут кожна фракція має свій інтерес і гешефт. І, навіть, довоєнні сховища мають свої зловісні секретики. Безпосередньо в цій частині ми маємо головного героя/героїню, що шукає свого блудного батька. І дізнаємося, що наш батько справжній герой, він (як і мати колись) мріє про чисту воду ""даром і для всіх"". І за цю мрію віддає своє життя, покладаючи цей тягар мрії на наші плечі. Ми маємо 2 фракції, що хочуть підгрести проект під себе і можемо обрати одну з них. Тут у вас свобода дії, ви можете врятувати цей світ, просякнутий кров'ю і хаосом, а можете й знищити.

Також, ви можете грати за святого героя, допомагаючи всім навколо і підвищуючи свою карму. А можете грати за зловісного поганця, від якого тікають, навіть, розбійники. Це ваш шлях, ваш вибір і пройти його можете саме ви.
https://steamcommunity.com/sharedfiles/filedetails/?id=3514214090

Мені гра дуже сподобалась і планую ще не раз заглянути в цей світ хаосу і багрянцю.",1753473998,1753474135,True,28,0,0.769244194030761719,11,True,False,False,False,76561199228639045,474,37,5399,3279,5256,1753664688,
200677554,english,"It's a lot better than FNV, definitely recommend it. Only thing is that it can be a bit boring, but if this is your first ever fallout, you will have a blast. But yeah. don't get FNV, get FO3, one of the best Fallouts if I say so. FNV is just buggy and glitchy, especially when you try to mod FNV.",1753455341,1753455341,True,0,1,0.476190477609634399,0,True,False,False,False,76561199123191727,0,6,4394,0,4394,1742996214,
200675766,english,"One of the best video games of all time, maybe second to NV. Holds up better than Fallout 4 from an RPG perspective, in my opinion.
It struggles to run on Win10/11 but there are plenty of guides out there to fix it/getting it working and once it does, it's fine. Worth the effort.",1753453957,1753453957,True,0,0,0.5,0,True,False,False,False,76561197974880604,0,9,2453,589,2373,1753558518,130.0
200672918,koreana, ദ്ദിㆁᴗㆁ✿),1753451651,1753451651,True,6,0,0.572269856929779053,1,True,False,False,False,76561198254553652,1934,249,2214,2214,2214,1753451563,
200653828,english,Don't let the graphics fool you. Story is great and game play is too.,1753432458,1753432458,True,0,0,0.5,0,True,False,False,False,76561199160730921,68,1,2743,949,1793,1753627679,
200624082,english,"I used to love playing this game, but its not worth it to get it on here. It's genuinely such a hassle to get the game to run, whether it be through mods or file manipulation. I couldn't even get my game past the main menu, I would press new game and it would crash. Just find another way of getting the game, for the sake of your own sanity.",1753398366,1753398366,False,1,0,0.511111080646514893,0,True,False,False,False,76561199275802623,0,7,16,16,16,1753395513,
200611447,english,Legendary open world story driven game,1753389723,1753389723,True,0,0,0.5,0,True,False,False,False,76561197974720996,0,4,3717,1,3717,1753645555,
200559533,english,its shit,1753368181,1753368181,True,0,0,0.48888888955116272,0,True,False,False,False,76561199655376859,0,44,373,37,373,1753360835,
200532051,english,It'll blow your Fucking head off,1753357477,1753357477,True,0,0,0.48888888955116272,0,True,False,False,False,76561198011442043,428,12,2766,1093,2189,1753534456,
200530550,spanish,Super solid game.,1753356819,1753356819,True,0,0,0.5,0,True,False,False,False,76561199204662309,27,6,333,0,333,1749651492,
200516218,english,falling out,1753350734,1753350734,True,0,0,0.5,0,True,False,False,False,76561198991562388,53,19,266,0,266,1749408396,
200492046,english,"This game is great, I really love the fallout games and this one was the start of it all for me. It has tons of dialog between the characters/NPC's that make you feel immersed in the wasteland. Plenty of side quest and main quest objectives to keep you busy for while. Definitely recommend this game to anyone who love these styles of games.",1753336406,1753336406,True,0,0,0.5,0,True,False,False,False,76561198257103926,0,2,7323,2459,5881,1753678669,
200485877,english,Played the heck out of this when it first came out (90 hours); now I can't start a new game without it crashing. Back to New Vegas it is.,1753331453,1753331453,False,0,1,0.5,0,True,False,False,False,76561197970538611,631,272,5384,1,5384,1753331381,
200471920,english,Fallout,1753314678,1753314678,True,0,0,0.5,0,True,False,False,False,76561198023147287,0,30,1691,1,1689,1753651261,
200374156,brazilian,"Fallout 3 GOTY é uma experiencia meio conturbada, as vezes acontece um bug que quase faz você perder tudo, boa parte dos interiores é um labirinto, etc.
Os pontos positivos, o mapa é grande, tem bastante coisa pra explorar, os inimigos vão dificultando conforme você sobe de nível, armas bem fortes no começo que são fácil de pegar, etc.
o jogo é bom, mas eu tive uma dificuldade pra iniciar, tive que fazer umas modificações nos arquivos do jogo pra conseguir jogar. Já as DLC's são bem fáceis, a única que senti dificuldade foi na Operation Anchorage.
A Mothership Zeta é um labirinto de corredores, confuso e chato, pelo menos as armas são decentes, Point Lookout não tem nada de mais.
The Pitt é uma DLC mediana, com algumas armas nova, tem que ir na pqp pra acessar todas as DLC's.
Não vou avaliar o Broken Steel porque bugou e não consegui avanlar na DLC. 7/10",1753195951,1753195951,True,0,0,0.5,0,True,False,False,False,76561199743031359,0,31,1473,0,1473,1742853488,
200369493,english,"Fallout story in a nutshell
> dad went to get some milk when you're 18
> everyone blamed ya 
> escaped
> found dad
> dad put you to work on the water purifying project
> worked for dad
> the govt. noticed
> the govt. forced dad to hand over the water purifying project
> ""Nuh uh"" <--dad 
> dad fucking died

mfw I had to escalate everyone and I only met my dad for 20 mins

the work my dad put me
> change fuses
> activate the flood button
> clear the area
> help dad from VRchat
> evacuate dad's friends  
> FUCKING PUT ME TO HANDLE THE GOVT. ALONE
> walking into radiated area to finish dad's project
^ BUT HEY! you can pay some more money to ask your MUTANT friend for help! (coward.)
> fucking died
   
100/10 I love Fawkes,Hes a realest mf in the wasteland
",1753191112,1753191112,True,1,2,0.523809552192687988,0,True,False,False,False,76561198302133695,664,19,1387,487,1387,1752655092,
200356867,english,alright but ass main story and rpg elements,1753173984,1753173994,True,0,1,0.5,0,True,False,False,False,76561199053228019,55,9,302,0,302,1749941293,
200349621,english,hope the remaster has more gameplay than just 'metro tunnel #873 filled with super mutants with miniguns' and 'guns that have never heard the word 'accuracy',1753161685,1753161685,False,0,0,0.476190477609634399,0,True,False,False,False,76561198117961905,254,43,1933,445,1676,1753681183,
200336126,english," Choices matter, ge good, or be bad, or try to be nutral, it all effects how others treat you.. like real life.   replay is fantastic, some parts are never the same... 
",1753141133,1753141133,True,0,0,0.5,0,True,False,False,False,76561198185636739,0,17,1639,1322,782,1753683795,
200322332,english,sedgtrtjygh,1753125293,1753125293,True,1,0,0.52173912525177002,0,True,False,False,False,76561198002378420,0,11,651,651,185,1753670416,
200275358,english,"Fallout 3 is New Vegas’s less popular older-brother-with-a-different-father. It’s less about role-playing, more about world building. But some of the best action-RPG mechanics were built with Fallout 3.

Compared to the superb writings in New Vegas, Fallout 3’s dialogues lack any sort of nuance. You won’t find the role-playing experience with interesting choices and reactions as they are in New Vegas. However, I find the Capital Wasteland to be a much more interesting backdrop compared to the Mojave, especially with the interconnecting metro system and several urban dungeons in D.C. I appreciate the locations where the developers have taken close inspirations from their real-life counterparts; the ruined city sells the post-apocalyptic setting better than a map that is almost entirely desert.

Let’s also not forget about the gameplay mechanics—the game [i]is[/i] fun to play. The satisfaction when body-parts fly around or explode after you hit a critical shot, the way you’re constantly presented with skill-checks in all aspects of game-play to feel your character builds up, or the often under-appreciated persistent open-world—these are all Bethesda’s works done well. Bethesda had gotten the tools right, and even though they didn’t end up using them nearly as well as Obsidian, Fallout 3 is still a title that deserves recognition for what it’s done for the franchise.",1753065846,1753338981,True,3,0,0.5625,0,True,False,False,False,76561198062749457,0,8,971,971,971,1753066249,
200268533,english,Nostalgia overload. Read the community notes if you have issues on startup,1753056190,1753056190,True,0,0,0.5,0,True,False,False,False,76561199849789017,0,1,1381,1,1381,1753495807,
200266091,spanish,"esta bueno,jueguenlo si les gusta los juegos postapocalipticos y eso",1753052784,1753052784,True,0,0,0.5,0,True,False,False,False,76561199233166469,0,1,4470,1,4470,1753483702,
200265815,english,"the latest updates have made the game unplayable. nobody must read the reviews on the updates, as nothing was ever done about the issues. steam and bethesda are competeting in a shit the bed contest.",1753052478,1753052478,False,0,0,0.5,0,True,False,False,False,76561198021013057,0,1,1402,1,1402,1753057810,
200263104,english,This is a pretty good game.,1753049194,1753049194,True,0,0,0.5,0,True,False,False,False,76561199061775339,0,14,4348,2095,4348,1753049144,
200254344,english,"one of the first games i owned, still awesome and worthy of my time in 2025",1753040165,1753040165,True,0,0,0.5,0,True,False,False,False,76561199089089276,0,2,5284,5284,242,1753420513,
200243853,russian,"Люди которые делали эту игру получали зарплату , хотя по моему мнению они должны получить максимум по ебалу",1753030015,1753030015,False,0,0,0.5,0,True,False,False,False,76561199248980668,84,11,6,3,6,1753029628,
200241813,german,.,1753028153,1753028153,False,0,0,0.5,0,True,False,False,False,76561199558803853,0,4,2757,644,2541,1753484770,
200239219,english,"One of those games where I just explored and messed around in it, rather than follow the main story. The VAT system amazed me back in the day, as did the sheer size of the map. Gruesome, dark eery tone, great sense of a gritty apocalypse makes for a bangin' game.",1753025724,1753025724,True,0,0,0.5,0,True,False,False,True,76561198063441149,0,73,895,0,895,1692883754,842.0
200215436,latam,"A pesar de que su motor tiene bastantes limitaciones me la pasé muy bien, sus npc tienen personalidad y los diálogos son tanto graciosos como trágicos aveces, la jugabilidad es divertida, mi veredicto es que todos deberían aunque sea probarlo, el tiempo no le afectó en nada a esta joya, me alegra haberlo comprado en su momento",1753000029,1753000029,True,0,0,0.5,0,True,False,False,False,76561198372758330,0,8,1990,329,1990,1752998079,
200208425,latam,"Este juego es increíble, las primeras horas de juego es sin duda lo más difícil y frustrante del juego ya que no tienes el equipo adecuado para defenderte, por esa razón lo deje por un tiempo, pero todo se soluciona jugando, tiene un montón de contenido explorable, misiones secundarias interesantes y contenido extra de la versión completa que le agrega montones de horas extra al juego, si te gusta los juegos de mundo abierto y Post apocalíptico este es sin duda de los mejores, su atmósfera te mantiene enganchado en todo momento",1752990087,1752990087,True,0,0,0.5,0,True,False,False,False,76561199801804084,25,4,3828,3189,2438,1753664138,
200208263,koreana,재밋음 하지만 모드깔기 귀찮음,1752989853,1752989853,True,0,0,0.5,0,True,False,False,False,76561199748499871,0,4,573,238,473,1753527848,
200203736,english,ok!,1752983439,1752983439,True,0,0,0.5,0,True,False,False,False,76561199164813902,0,15,2061,471,1590,1753622142,
200190120,english,its fun its fallout pure fallout do i need to say more,1752964776,1752964776,True,0,0,0.5,0,True,False,False,False,76561198929058326,26,5,3917,0,3917,1726010504,
200173432,german,<3,1752947124,1752947124,True,0,0,0.5,0,True,False,False,False,76561198016038084,84,12,18,0,18,1539003695,
200161852,english,Moira brings this review from an 8/10 to a 10/10,1752936413,1752936450,True,0,0,0.5,0,True,False,False,False,76561199595149229,23,3,1888,970,981,1753357871,
200145382,english,i love game,1752921824,1752921824,True,0,0,0.5,0,True,False,False,False,76561198087257861,0,8,1904,1904,1201,1753703103,
200131702,english,"If you ask me; Bethesda Games are like Big Quizzes. You'll most likely Need to do a lot of research (Walkthroughs & Wiki) before you start them.

My First Experience with Fallout is nothing short of Chaotic Fun, which in turn makes me feel like I & my character are growing in skills & overcoming any perils that cross my/our path.",1752902644,1752902644,True,0,0,0.5,0,True,False,False,False,76561198119397688,0,22,2351,42,2349,1753668519,
200120046,english,"The best 
game I ever played",1752886234,1752886234,True,0,0,0.485890626907348633,0,True,False,False,False,76561199870458125,0,3,739,739,76,1753580893,
200115795,english,a great classic a little outdated but still a good play,1752880392,1752880392,True,0,0,0.485890626907348633,0,True,False,False,False,76561198059861529,228,7,3605,570,3035,1753409193,
200107067,english,Is fun and lots to do check on youtub.com and you will see!,1752870087,1752870087,True,0,0,0.5,0,True,False,False,False,76561198323145075,0,2,92581,1365,91398,1753661693,
200103577,english,"
---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☐ Good
☑ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☑ Workable
☐ Big
☐ Will eat 15% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☐ Good
☐ Lovely
☑ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☐ Long
☑ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10

---{ Author }---
☑ https://vojtastruhar.github.io/steam-review-template 

Fallout 3 perfectly captures the post apocalyptic feel so yes I would definitely recommend this game if you love RPGs.",1752866460,1752866460,True,0,0,0.5,0,True,False,False,False,76561198319304406,1201,19,7338,158,7336,1752894819,2111.0
200102637,polish,"Fellout 3 fajna ale lepsza 4, moja ocena to 7/10 jeszcze wcześniejsza Vegas  tez fajna ocena tez 8/10 chodzi o klimat w grze też grałem kiedyś mam na płycie.",1752865493,1752865493,True,0,0,0.5,0,True,False,False,False,76561198382605806,0,15,2220,0,2220,1708438819,
200091378,english,one word awsome,1752854277,1752854277,True,0,0,0.5,0,True,True,False,True,76561199623350670,0,2,7154,19,7138,1753628180,7071.0
200063690,english,Just play the damn game already.,1752820539,1752820539,True,0,0,0.5,0,True,False,False,True,76561199070491691,0,3,2555,5,2550,1752821784,2550.0
200058400,english,It’s a good game although it’s annoying that it doesn’t show my actual play time because steam seems to think that the launcher is the game,1752812271,1752812271,True,0,0,0.5,1,True,False,False,False,76561198979801714,36,10,11,4,8,1752856792,
200047214,english,"I think this is Bethesda's best Fallout game. It has some of the atmosphere and feel of the original games, but it fails in what the old Fallout titles did right, and that's freedom of choice and a well-written story. Fallout 3 has its moments, but it's definitely not a masterpiece. It's nothing compared to its cousin New Vegas or the classics.",1752796726,1752796761,True,1,0,0.490286767482757568,0,True,False,False,False,76561198979888840,137,19,169,41,169,1752791562,
200032605,english,"I LIKEY, BEST AND FIRST FALLOUT I SEE",1752780429,1752780429,True,0,0,0.5,0,True,False,False,True,76561198056005510,361,17,40,0,40,1743619228,38.0
200023025,german,"Don't buy this. It keeps crashing every five minutes, Can't count how much time I lost. If you dont hit fast-save every step you take, you can't progress in this game. Forget it.",1752771267,1752771267,False,0,0,0.5,0,True,False,False,False,76561198396792012,0,1,886,7,886,1752770967,
199977461,spanish,"pues es fallout sin mas, juegazo, ha envejecido muy bien.",1752714171,1752714171,True,0,0,0.5,0,True,False,False,False,76561198375138945,0,17,1899,1,1898,1753584038,
199969282,english,yes,1752703602,1752703602,True,0,0,0.5,0,True,False,False,False,76561199550694614,0,8,4086,3343,868,1753551418,
199969130,english,pretty good,1752703437,1752703437,True,0,0,0.5,0,True,False,False,False,76561199438422232,34,33,706,435,496,1752973447,
199929817,french,"not as good as new vegas but you can start by shooting your dad with a BB gun and leave your bully's mom to die, don't know if that makes it better but it's something you can do
",1752665235,1752665235,True,1,0,0.523809552192687988,0,True,False,False,False,76561198157198825,204,29,18,0,18,1714597642,
199924371,english,game won't let me play,1752658288,1752658288,False,4,0,0.575925469398498535,0,True,False,False,False,76561199589987059,0,5,6,0,6,1717885472,
199909801,english,"The story itself is pretty solid, and I would say that it's pretty good, even tho It's a fallout made singly by bethesda. I've Had alot fun with it, didn't play much on pc, but I have 100+ hours on the PS3, and (incredbly) I still found some things that I never had explored on my past walkthrough. I would recomend this for someone that is into RPG more than FPS shooters, since the shooting gameplay can be a little buggy sometimes unfortunately, but excluding that, it's a very fun game, with lots of content to be explored, and remarkable characters. Surely, It's among one of my favorite video games.",1752637588,1752637824,True,0,0,0.5,0,True,False,False,False,76561199088881830,172,53,452,0,452,1742341857,
199898923,english," 
",1752624422,1752624422,True,0,0,0.5,0,True,False,False,False,76561198048831134,65,14,3889,14,3886,1752714887,
199871089,english,"Great game, you need a mod to run it though on windows 11
https://www.nexusmods.com/fallout3/mods/17209
Use that",1752597946,1752597946,True,0,0,0.5,0,True,False,False,False,76561199571291881,50,25,644,162,608,1752617142,
199870591,english,This game is fun especially when using god mode,1752597516,1752597516,True,0,0,0.5,0,True,False,False,False,76561199795943057,0,4,21,1,19,1752770300,
199845307,russian,"Не смотря на то, что старички калом поливают)) Можно пофлексить своей броней из длс по всей пустоши)) не ломается))) ПРОВЕРЯЙ))))",1752572307,1752572307,True,1,1,0.52173912525177002,0,True,False,False,False,76561198064649070,0,49,3042,0,3042,1714748728,
199844780,english, h,1752571602,1752571602,True,0,0,0.5,0,True,False,False,False,76561198305384232,0,14,2301,1,2300,1752615594,
199808541,german,"game itself is really good, but the game has too much bugs that I cant enjoy it.
Weird behaviour when Alt Tabbing and didn't saved ONCE in a hour even though I manually saved multiple times. What the hell??",1752524738,1752524738,False,0,0,0.5,0,True,False,False,False,76561198400881998,77,5,217,2,216,1752749379,
199783792,french,En un mot : incroyable,1752500204,1752500204,True,0,0,0.5,0,True,False,False,False,76561199815181894,0,13,2643,1163,1544,1753697310,
199772459,english,Game hay zl dic.,1752485994,1752485994,True,0,0,0.5,0,True,False,False,False,76561198271793801,197,25,7249,0,7249,1752485978,
199763540,english,"Literally doesn't work, like at all.",1752472272,1752472272,False,0,0,0.5,0,True,False,False,False,76561199340477530,0,6,25,0,25,1712973460,
199757415,english,"quite fun also deathclaw go brr
",1752463383,1752463383,True,0,0,0.5,0,True,False,False,False,76561198972289037,0,2,202,81,121,1752633670,
199754749,english,common issue where the game just can't be launched anymore,1752459875,1752459875,False,0,1,0.5,0,True,False,False,False,76561198979406754,0,12,3107,0,3105,1752460146,
199745878,english,"Fallout 3 might be showing its age, but there's still something special about it. The atmosphere is unmatched — bleak, immersive, and full of that classic post-apocalyptic charm. Exploring the ruins of Washington D.C., stumbling across bizarre side stories, and making morally gray choices still holds up surprisingly well.

The writing and world-building are standout features, and there’s a real sense of freedom in how you approach quests and character builds. Yes, the combat is a bit clunky and the UI isn’t great by today’s standards, but once you get past that (or throw on a few quality-of-life mods), it becomes a deeply rewarding experience.

If you’re into story-driven RPGs with exploration and player choice, Fallout 3 is still absolutely worth playing.",1752448521,1752448521,True,0,0,0.5,0,True,False,False,False,76561199353525102,81,10,2613,0,2613,1743092496,
199734125,german,Leider viel zu geil!,1752436329,1752436329,False,0,0,0.5,0,True,False,False,False,76561199465685155,0,7,207,6,200,1753688791,
199725376,spanish,"Excelente juego, abrazo.",1752428426,1752428426,True,0,0,0.5,0,True,False,False,False,76561198814286671,0,2,4577,501,4041,1753585539,
199714391,english,Fun.,1752419003,1752419003,True,0,0,0.5,0,True,False,False,False,76561199636523506,0,3,8232,0,8232,1752418818,
