recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,author.deck_playtime_at_review
200950446,english,"Nice game untill the late game. Getting Phase 5 I got in crashing loop. After a small research I found out that errors appear due to the memory leak (""malllock"", ""arrays out size"", ""cannot multiple matrices"", etc.). That's amazing, because people keep reporting such errors FOR A F*CKING YEAR. AND NOBODY FIX IT.... So your chance to play late game 50/50. Somebody says the cause of it is ""staring vertical conveyor belts"", but its nonsense. And not settings changes helps. GG WP.  Me and my friend MEGA enjoyed the game, but now he doesn't want to play because I CANNOT. 0/10. GARBAGE!!",1753744966,1753744966,False,0,0,0.5,0,True,True,False,False,76561199109460177,0,3,6721,6721,6612,1753750794,
200948637,english,Im in love with this game. 100% worth buying it,1753742764,1753742764,True,0,0,0.5,0,True,False,False,False,76561199131843918,131,13,7960,3179,7925,1753777855,
200947602,english,if you dont like math dont get this game but other than that its the most Satisfying thing to complete a big factory,1753741560,1753741560,True,0,0,0.5,0,True,False,False,False,76561199164204944,14,3,7897,1603,7829,1753763430,
200947245,english,it's like soooo goood,1753741119,1753741119,True,0,0,0.5,0,True,False,False,False,76561199012218689,211,3,5155,5155,4938,1753766650,
200946947,english,"game is good. one of the best open-world, factory/automation games. theres two playstyles you can do. 

1.) Your factory and production is nice and neat, organized. There is storage for each item. You can easily tell what is going on by looking at your conveyor belts and looking at the map.

2.) there is spaghetti everywhere. buildings are clipping into each other, all you see is belts twisting, turning, going through other belts, you start losing your mind but somehow it works.",1753740772,1753740772,True,0,0,0.5,0,True,False,False,False,76561198070234850,230,47,4294,0,4294,1742008188,
200946922,english,Better than Factorio,1753740740,1753740740,True,0,0,0.5,0,True,False,False,False,76561198803088568,0,3,7566,1083,7566,1753740731,
200945163,english,they should make everyone taking an intro to engineering class complete this game,1753738963,1753738963,True,0,0,0.5,0,True,False,False,False,76561199028479916,0,2,5275,3695,4832,1753766880,
200944369,english,Amazing Game!,1753738212,1753738212,True,0,0,0.5,0,True,False,False,False,76561198347652851,154,7,2803,67,2803,1753731236,
200943733,english,Sick,1753737656,1753737656,True,0,0,0.5,0,True,False,False,False,76561198806825343,0,2,491,491,491,1753737642,
200941329,english,Game crash multiple times in less than a hour,1753735059,1753735059,False,0,0,0.476190477609634399,0,True,False,False,False,76561198835120163,0,20,197,51,197,1753734703,
200941175,english,"Love this game. Soo much to do, and do with friends.",1753734915,1753734915,True,0,0,0.5,0,True,False,False,False,76561198055879945,293,6,38451,3344,38137,1753766938,
200939641,english,"This game is a labor simulator, Bro i cant do this sh*t anymore. Great game by the way if you have no life.",1753733238,1753733294,True,0,0,0.5,0,True,False,False,False,76561199149529161,160,29,10205,0,10205,1739228117,
200939172,english,Many mods that allow for unique play.  Kinda fun.  Big factories.  Pretty,1753732804,1753732804,True,0,0,0.5,0,True,False,False,False,76561198042215742,0,7,5852,2295,5852,1753732714,
200937721,english,yes,1753731341,1753731341,True,0,0,0.5,0,True,False,False,False,76561199177530826,48,4,6323,6323,6288,1753751495,
200935487,english,fun game,1753729158,1753729158,True,0,0,0.5,0,True,False,False,False,76561199123087515,0,1,752,366,723,1753743402,
200934548,english,"yes, very good",1753728234,1753728234,True,0,0,0.5,0,True,False,False,False,76561198353601579,0,1,441,121,441,1753647007,
200934462,english,"yes, many pipes + spaghetti",1753728157,1753728157,True,0,0,0.5,0,True,False,False,False,76561198372522070,30,8,1887,0,1887,1752091366,
200933749,english,"at the time of  review i have 58 hrs of gameplay, 8 hrs of this is actual progression and the other 50 hrs is me minmax optimizing every single thing for max efficiency, i have rebuilt my entire factory 20+ times and cant stop. this game isnt even ""fun"" but its the most enjoyable game i have played in a long time, it scratches an itch i didnt even know i had. would not recommend unless you are willing to make this game your life and want to constantly have optimization on your mind 24/7. if you are unemployed this game is perfect however",1753727444,1753727444,True,0,0,0.5,0,True,False,False,False,76561199148226145,26,2,4038,4038,3511,1753793096,
200931200,english,good game. lots of exploring and crafting,1753724951,1753724951,True,0,0,0.5,0,True,False,False,False,76561198111392480,0,4,1249,1249,567,1753765834,
200928142,english,good game,1753722040,1753722040,True,0,0,0.5,0,True,False,False,False,76561199534257418,66,4,468,468,468,1753721881,
200928133,english,Great game,1753722029,1753722029,True,0,0,0.5,0,True,False,False,False,76561199106289173,0,1,3988,1226,3412,1753793747,
200927474,english,"The factory must grow. The factory must grow. The factory must grow. The factory must grow. The factory must grow. The factory must grow. The factory must grow. The factory must grow. 



[spoiler] [i] [u] [b] no matter what we do we all end up on someone elses plate [/b] [/u] [/i] [/spoiler]",1753721387,1753721409,True,1,0,0.5,0,True,False,False,False,76561198067738200,46,19,3925,0,3925,1751031360,
200926980,english,very satisfactory experience,1753720947,1753720947,True,0,0,0.5,0,True,False,False,False,76561198089659240,0,4,2184,348,1972,1753733648,
200925402,english,ALL MY FACTORIES LOOK LIKE TRASH BUT IDK CAUSE ITS FUN TO AUTOMATE EVERYTHING!!!!,1753719389,1753719424,True,0,0,0.5,0,True,False,False,False,76561198881703228,0,2,1779,662,1684,1753763671,
200923055,english,i found satisifactory very good but quite a hard game it involved having to kill dangerous animals and collect and automate items needed to progress in the game playing with friends make the game even more fun i play with my friend and its so much more fun with him but all and all a really good game worth getting,1753717303,1753717303,True,0,0,0.5,0,True,False,False,False,76561199847050244,13,4,2674,2674,2624,1753780144,
200921516,english,"⠄⠄⠄⠄⣠⣴⣿⣿⣿⣷⣦⡠⣴⣶⣶⣶⣦⡀⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
⠄⠄⠄⣴⣿⣿⣫⣭⣭⣭⣭⣥⢹⣟⣛⣛⣛⣃⣀⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
⠄⣠⢸⣿⣿⣿⣿⢯⡓⢻⠿⠿⠷⡜⣯⠭⢽⠿⠯⠽⣀⠄⠄⠄⠄⠄⠄⠄⠄⠄
⣼⣿⣾⣿⣿⣿⣥⣝⠂⠐⠈⢸⠿⢆⠱⠯⠄⠈⠸⣛⡒⠄⠄⠄⠄⠄⠄⠄⠄⠄
⣿⣿⣿⣿⣿⣿⣿⣶⣶⣭⡭⢟⣲⣶⡿⠿⠿⠿⠿⠋⠄⠄⣴⠶⠶⠶⠶⠶⢶⡀
⣿⣿⣿⣿⣿⢟⣛⠿⢿⣷⣾⣿⣿⣿⣿⣿⣿⣿⣷⡄⠄⢰⠇⠄⠄⠄⠄⠄⠈⣧
⣿⣿⣿⣿⣷⡹⣭⣛⠳⠶⠬⠭⢭⣝⣛⣛⣛⣫⣭⡥⠄⠸⡄⣶⣶⣾⣿⣿⢇⡟
⠿⣿⣿⣿⣿⣿⣦⣭⣛⣛⡛⠳⠶⠶⠶⣶⣶⣶⠶⠄⠄⠄⠙⠮⣽⣛⣫⡵⠊⠁
⣍⡲⠮⣍⣙⣛⣛⡻⠿⠿⠿⠿⠿⠿⠿⠖⠂⠄⠄⠄⠄⠄⠄⠄⠄⣸⠄⠄⠄⠄
⣿⣿⣿⣶⣦⣬⣭⣭⣭⣝⣭⣭⣭⣴⣷⣦⡀⠄⠄⠄⠄⠄⠄⠠⠤⠿⠦⠤⠄⠄",1753715900,1753715900,True,0,0,0.5,0,True,False,False,False,76561198086370975,0,37,7649,163,7649,1752786964,
200920216,english,"I wasn't a fan of this years ago when I tried it and wanted more attacking/fighting, but I've finally made my journey and become a production operations manager. I have dreams of operating a planet to the efficiency of what's seen in the trailer.",1753714733,1753714733,True,0,0,0.5,0,True,False,False,True,76561197961456613,262,30,1860,1485,1805,1753760064,1446.0
200919087,english,yee,1753713644,1753713644,True,0,0,0.5,0,True,False,False,False,76561198348356464,0,6,10010,0,10010,1689578903,
200915926,english,"This game will consume you. The artifacts do not lie.
You will finish everything.. and come back. 
You will build until the game crashes.. and do it again.
You will go into the hell of clean nuclear power.. and go back to pretty up the factory.
You will say no I'm done. Leave for a year.. then boot up the game and play another thousand hours because at the end of the day it just scratches that itch nothing else can.
",1753710668,1753710668,True,0,0,0.5,0,True,False,False,False,76561197962187150,0,1,180159,7672,179804,1753739660,
200914048,english,"very addicting game, but i hate the sound when your factory turns off….😒",1753708838,1753708838,True,0,0,0.5,0,True,False,False,False,76561199621028295,68,11,1676,1357,1530,1753793929,
200910723,english,"Do you like optimising the living crap out of everything but also want nice visuals and a first-person experience (as opposed to things like Factorio or some [still excellent] mobile games)? Then this is the game for you!
The studio (Coffee Stain Studio) are amazing and have listened to the community throughout development and have been quite transparent with features and considerations. Also, the modding scene/community is quite big and the more popular mods integrate more or less as if they're part of the stock game!",1753705303,1753705303,True,0,0,0.5,0,True,False,False,False,76561198169279259,0,1,12590,765,12415,1753715599,
200910656,english,I hate the stingers.... but i love the game,1753705238,1753705238,True,1,0,0.5,0,True,False,False,False,76561198100914068,0,2,18549,3233,18226,1753792594,
200910361,english,gooood,1753704918,1753704918,True,0,0,0.5,0,True,False,False,False,76561199609760574,0,7,538,538,485,1753708077,
200909991,english,good game,1753704502,1753704502,True,0,0,0.5,0,True,False,False,False,76561198097412108,24,5,12884,1445,12692,1753793829,
200908274,english,"I got this during the Steam Automation sale, and hot DAMN does it scratch the specific autistic itch in my brain in the best possible way.",1753702489,1753702489,True,0,0,0.5,0,True,False,False,False,76561197996496452,0,2,6393,6393,6104,1753742647,
200907629,english,IRON ROD,1753701712,1753701712,True,0,0,0.5,0,True,False,False,False,76561199228349356,0,1,28481,1853,28481,1753631236,
200905960,english,Veryy addicting and mind challenging i would gladly recommend people to start playing as beginners with 0 tutorials and finish with 0 tuts so they knoww how to manage their factory better,1753699749,1753699749,True,0,0,0.5,0,True,False,False,False,76561199014858695,57,7,1691,1691,1409,1753793286,
200900726,english,sure this would be a good game if my shitty pc could run it is that a skill issue and i should get my money up? probably but i feel like it ran better when i last played it,1753692742,1753692742,False,0,0,0.476190477609634399,0,True,False,False,False,76561198115735715,279,56,1340,668,731,1753782388,
200900369,english,"W game
",1753692277,1753692277,True,0,0,0.5,0,True,False,False,False,76561199442971510,0,1,1147,1147,1147,1753608262,
200899529,english,Good 👍,1753690953,1753690953,True,0,0,0.5,0,True,False,False,False,76561198372608713,0,7,17353,0,17353,1749576954,
200898099,english,Scratched the urge for organization that my real life fails to achieve.,1753688809,1753688809,True,0,0,0.5,0,True,False,False,False,76561198953501857,0,2,910,910,619,1753748688,
200897415,english,"Got into it because of Lets Game It Out, and stayed for the fun! I hope everyone else who played it had fun. I know I did!",1753687663,1753687663,True,0,0,0.5,0,True,False,False,False,76561198887731886,161,15,1031,1031,642,1753763275,
200896416,english,"I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING I HATE THE BULL THING 

Anyway game is fun and the rifle is my friend",1753686096,1753762806,True,0,0,0.5,0,True,False,False,False,76561198320489890,291,27,2589,2553,2539,1753786979,
200894560,english,Love,1753683351,1753683351,True,0,0,0.5,0,True,False,False,False,76561198409073566,0,3,18605,152,18570,1753765662,
200894423,english,The Factory must grow.,1753683170,1753683170,True,0,0,0.5,0,True,False,False,False,76561198042037491,299,9,7159,0,7159,1752533536,
200894182,english,"[h1]Sublime distraction for the engineering mind.[/h1]

The game is a sandbox with a story and light direction, but not so much story and direction that you're on rails.   Still, the learning curve is easy.  You become a sophisticated factory engineer effortlessly.  There are always several things to do and explore.

The factory mechanics are solid, and you have lots of options for building beautiful sci-fi structures to compliment a beautiful sci-fi world.

Gameplay: 10 (fun, very fun)
Graphics: 9 (beautiful without needing a $700 GPU)
Sound: 7 (adequate, I turn the music off)
Stability: 7 (Easy to push the game engine limits, crashes are never catastrophic though)
Replayability: 9 (Hundreds of hours of bliss for $30)
Story: 7 (The story is mostly just about what you do, and that is fine)",1753682875,1753682875,True,0,0,0.5,0,True,False,False,False,76561199810390373,6,1,243146,5736,241537,1753792345,
200893431,english,"As a Mechanical Engineering Technologist, I absolutely love this game, Despite absolutely hating the fact that the factory I just built for 3 hours was the worst way to build the factory, but that's also what I love with this game. The ability to constantly improve and experiment constantly is what makes the game so much fun and when you complete your factories you get to see your build come to life which is extremely rewarding.

I find myself constantly returning to the game to play some more, and I don't see myself stopping anytime soon.",1753681624,1753681624,True,0,0,0.5,0,True,False,False,False,76561199045869188,0,1,12833,2142,12763,1753684021,
200889847,english,This game is genuinely so addicting. Bought the game and then sat down and played 5 hours straight.,1753676174,1753676174,True,0,0,0.5,0,True,False,False,False,76561198880147091,0,2,391,391,320,1753746949,
200889694,english,The Factory Must Grow.,1753675943,1753675943,True,0,0,0.5,0,True,False,False,False,76561198796744095,124,2,946,914,753,1753767479,
200888829,english,its like crack but legal,1753674659,1753674659,True,0,0,0.5,0,True,False,False,False,76561199082413535,0,1,6329,3420,6220,1753748107,
200887305,english,My Brain,1753672518,1753672518,True,0,0,0.5,0,True,False,False,False,76561198362399151,235,7,19655,777,19646,1753748254,
200885565,english,"Grow the factory, real life sucks. Grow the factory, optimize the factory is my life now",1753670130,1753670130,True,0,0,0.5,0,True,False,False,False,76561198832254041,0,2,1090,1090,924,1753678977,
200881323,english,Very addictive,1753664569,1753664569,True,0,0,0.5,0,True,False,False,False,76561197998781119,0,5,13839,2891,13775,1753790314,
200880428,english,It was fun,1753663344,1753663344,True,0,0,0.5,0,True,False,False,False,76561199555218553,0,2,445,445,414,1753706334,
200880373,english,"Its in the name, you make satisfying factories. I recommend a friend near late game to keep you sane. Overall a fun game, but be prepared to do some math to get that crisp satisfying feeling.",1753663271,1753663271,True,0,0,0.5,0,True,False,False,False,76561199077426867,0,8,13277,249,13277,1753394809,
200876806,english,"It's one of the best Automation/Factory games out there hands down and can very easily suck up your time.  

The factory must grow.",1753658505,1753658505,True,1,0,0.523809552192687988,0,True,False,False,False,76561197976582185,307,8,18769,3361,18769,1753645866,
200876397,english,this is crack for those with autism,1753657956,1753657956,True,0,1,0.5,0,True,False,False,False,76561198154239094,369,41,3150,1199,3015,1753679557,
200873531,english,"you build
you have fun =)",1753654596,1753654596,True,0,0,0.5,0,True,False,False,False,76561199066399547,0,1,2984,1522,2956,1753685693,
200873514,english,Great game to play alone or with friends,1753654570,1753654570,True,0,0,0.5,0,True,False,False,False,76561198094148113,0,4,2657,2657,2563,1753743871,
200872078,english,Screws go brrrrrrrrrr,1753653010,1753653010,True,0,0,0.5,0,True,False,False,False,76561198446749829,0,3,19902,0,19902,1741565413,
200871685,english,wwwww,1753652593,1753652593,True,0,0,0.5,0,True,False,False,False,76561199814810553,0,6,1939,0,1939,1748832858,
200871536,english,its like cumming but a really complcated way be hind it,1753652428,1753652428,True,0,0,0.5,0,True,False,False,False,76561198853220453,0,2,47755,1663,47755,1753652368,
200871522,english,my favorite number matching game.,1753652415,1753652415,True,0,0,0.5,0,True,False,False,False,76561198043068188,0,3,39548,4020,39548,1753652361,
200870308,english,"You'll get madly addicted. Your wife and kids will miss you. You'll yearn for more power capacity, chasing voices into the darkest pockets of this world. Deforestation will become your new favorite past time. Leave and run as far as you can before its too late.... Pioneer.",1753651183,1753651183,False,0,0,0.493757069110870361,0,True,False,False,False,76561198416352426,79,3,11944,6122,11544,1753781367,
200868382,english,Indeed.,1753649209,1753649209,True,0,0,0.5,0,True,False,False,False,76561198223068408,82,21,3424,830,2836,1753762364,
200866098,english,Coffee Stain = G.O.A.T,1753646938,1753646938,True,0,0,0.5,0,True,False,False,False,76561198405170165,0,2,825,724,658,1753780976,
200865675,english,"Its a bit of a nerdy game so might be boring for some. If you like organisation based games like factorio, you will like this",1753646564,1753646564,True,0,0,0.5,0,True,False,False,False,76561198386357023,0,4,3948,340,3831,1753653551,
200864583,english,you get to build things,1753645521,1753645521,True,0,0,0.5,0,True,False,False,False,76561198011700309,0,3,69760,1805,69118,1753765101,
200862309,english,it's not a game it's a lifetime project,1753643404,1753643404,True,0,0,0.5,0,True,False,False,False,76561198374030637,0,39,11089,0,11089,1749122755,
200861309,english,Build.,1753642459,1753642459,True,0,0,0.5,0,True,False,False,False,76561198102772987,575,37,784,603,441,1753729483,
200857524,english,It's a pretty good automation game made by gays.,1753639067,1753639067,True,0,0,0.5,0,True,False,False,False,76561197974569121,954,48,14481,223,14257,1753678216,
200855140,english,"The visuals are perfect, this games makes you feel like a real engineer and architect.
I wish they can make an upgrate to the map, for example to see the building you made on map, just like a map editor.",1753637028,1753637028,True,0,0,0.5,0,True,False,False,False,76561198036880662,23,4,2673,722,2673,1753627804,
200853113,english,"Absolutely love this game, coffee stain has done an amazing job with it and i have tons of hours in it and still really enjoy it.",1753635338,1753635338,True,1,0,0.523809552192687988,0,True,False,False,False,76561198163677866,0,2,43248,683,43035,1753648157,
200851146,english,my satisfact has become very ory,1753633705,1753633705,True,0,0,0.5,0,True,False,False,False,76561198328625160,263,123,5765,1650,4822,1753785702,
200851011,english,"As in the name, this game brings satisfaction",1753633583,1753633583,True,0,0,0.5,0,True,False,False,False,76561198077989614,0,5,6700,6700,6142,1753793810,
200850325,english,Excellent Building and Management game with no pressure,1753633041,1753633041,True,0,0,0.5,0,True,False,False,False,76561198354668061,0,1,8097,8097,6317,1753762283,
200847898,english,"Very satisfying.

I think it's well-balanced and has just the right amount of exploration and factory building. Massage-2(A-B)b is a beautiful planet. I've played for 771 hours, I'm still terrible at design, and I've never reached nuclear power because I keep restarting, but one day I'll finish the game.",1753631102,1753631102,True,1,1,0.523809552192687988,0,True,False,False,False,76561198129449181,0,7,46853,4554,46092,1753785312,
200846291,english,"The sole reason I'm giving this game a dislike is because of the main character, which is plastered all over the logo, The character looks ugly. Sexual Dimorphism is real and Men and Women are not going to overlap, even at the extremes. By not making a decision to have a man or a woman as your main character and trying to make a fluid character that looks like a woman in some aspects and looks like a man in other aspects is totally disingenuous. Developers need to make a stand with your character, these genderfluid characters look ugly, shallow, and disgusting. If you want to make a man as your main character, do it; if you want to make a woman as your main character, do it. But, don't try to come in here with this Transhumanist movement bullshot. It is at minimal disingenuous if doing it to capture a ""wider audience"" and evil if you are actively thinking that is the way forward for humanity.",1753629892,1753629892,False,2,4,0.350136339664459229,4,True,False,False,False,76561197991220635,0,100,1613,529,1613,1753471319,
200845271,english,git gut,1753629120,1753629120,True,0,0,0.5,0,True,False,False,False,76561198202219085,210,33,2932,2932,2668,1753717596,
200842721,english,"Great Game! I've only playing single player so I do not know the experience of Co-op.

Absolutely love how you can set the game so you can get enjoy the play through the way you want.

Great for exploring. Great for building and expressing your creativity. This game will itch the need to be organised or create absolute chaos with your factories.

I highly recommend this.",1753627098,1753627098,True,0,0,0.5,0,True,False,False,False,76561199656942266,0,1,2907,2907,1857,1753751677,
200839921,english,"This game is awesome and visually stunning! I bought this game on Epic when it first launched, but Steam is my goto! This game plays great on the Steam Deck, but it is a battery eater. If you cap the fps at 40 you can get like 4 hours. If you want a better experience I recommend plugged in uncapped fps. Best visuals on PC but being able to play on the couch, Awesome!",1753624825,1753624825,True,0,0,0.5,0,True,False,False,True,76561198186004011,0,3,1005,1005,268,1753737038,268.0
200839741,english,"Do i have a life? 
Do i need a life?
I NEED EFFICIENCY!",1753624680,1753624680,True,2,0,0.545454561710357666,0,True,False,False,False,76561198086266638,241,11,63152,3525,62607,1753657570,
200837572,english,never thought being a corporate slave yeeted onto a planet could be so much fun. however they did give me dynamite and live subjects (helpless aliens) to study (torture),1753622798,1753622798,True,0,0,0.5,0,True,False,False,False,76561199181375339,0,1,671,286,385,1753706208,
200835619,english,"Its buggy it has no tutorials no explanations just straight up slop.
DO NOT BUY !!!!!!!",1753621056,1753649835,False,2,0,0.463708966970443726,0,True,False,False,False,76561198331845741,0,31,550,549,396,1753729472,
